application_number,product_number,chemical_name,dosage
ANDA210154,005,LENALIDOMIDE,2.5MG
ANDA210154,003,LENALIDOMIDE,15MG
ANDA210154,001,LENALIDOMIDE,5MG
ANDA210162,004,BUPRENORPHINE,15MCG
ANDA210162,002,BUPRENORPHINE,7.5MCG
ANDA210162,005,BUPRENORPHINE,20MCG
ANDA210162,003,BUPRENORPHINE,10MCG
ANDA210162,001,BUPRENORPHINE,5MCG
ANDA210179,001,CARMUSTINE,100MG
ANDA210236,001,POMALIDOMIDE,1MG
ANDA210236,004,POMALIDOMIDE,4MG
ANDA210236,002,POMALIDOMIDE,2MG
ANDA210236,003,POMALIDOMIDE,3MG
ANDA210241,001,POTASSIUM CHLORIDE,20MEQ
NDA210282,001,DAPTOMYCIN,350MG
NDA210282,002,DAPTOMYCIN,500MG
NDA020071,001,DESOGESTREL,0.15MG
NDA020071,001,ETHINYL ESTRADIOL,0.03MG
NDA020071,002,DESOGESTREL,0.15MG
NDA020071,002,ETHINYL ESTRADIOL,0.03MG
NDA210308,001,ABIRATERONE ACETATE,125MG
ANDA210342,002,BOSENTAN,125MG
ANDA210342,001,BOSENTAN,62.5MG
ANDA210354,003,METHYLPHENIDATE HYDROCHLORIDE,10MG
ANDA210354,001,METHYLPHENIDATE HYDROCHLORIDE,2.5MG
ANDA210354,002,METHYLPHENIDATE HYDROCHLORIDE,5MG
NDA009176,002,HYDROCORTISONE,2.5%
NDA009176,001,HYDROCORTISONE,1%
ANDA210388,005,LURASIDONE HYDROCHLORIDE,120MG
ANDA210388,003,LURASIDONE HYDROCHLORIDE,60MG
ANDA210388,001,LURASIDONE HYDROCHLORIDE,20MG
ANDA210388,004,LURASIDONE HYDROCHLORIDE,80MG
ANDA210388,002,LURASIDONE HYDROCHLORIDE,40MG
ANDA210395,001,POTASSIUM CHLORIDE,10MEQ
ANDA210395,002,POTASSIUM CHLORIDE,20MEQ
ANDA210441,004,HYDROXYCHLOROQUINE SULFATE,400MG
ANDA210441,002,HYDROXYCHLOROQUINE SULFATE,100MG
ANDA210441,003,HYDROXYCHLOROQUINE SULFATE,300MG
ANDA210441,001,HYDROXYCHLOROQUINE SULFATE,200MG
ANDA210488,001,ESTRADIOL,0.01%
NDA210496,001,ENCORAFENIB,50MG
NDA210496,002,ENCORAFENIB,75MG
ANDA210499,001,DIMETHYL FUMARATE,120MG
ANDA210499,002,DIMETHYL FUMARATE,240MG
ANDA210534,002,CEFDINIR,250MG
ANDA210534,001,CEFDINIR,125MG
ANDA210539,001,FLUOCINOLONE ACETONIDE,0.01%
ANDA210606,001,FENOFIBRATE,54MG
ANDA210606,002,FENOFIBRATE,160MG
ANDA210614,002,NIFEDIPINE,60MG
ANDA210614,003,NIFEDIPINE,90MG
ANDA210614,001,NIFEDIPINE,30MG
NDA020111,001,CHLORHEXIDINE GLUCONATE,0.75%
ANDA210647,001,BROMPHENIRAMINE MALEATE,2MG
ANDA210647,001,DEXTROMETHORPHAN HYDROBROMIDE,10MG
ANDA210647,001,PSEUDOEPHEDRINE HYDROCHLORIDE,30MG
NDA210649,001,EFAVIRENZ,400MG
NDA210649,001,LAMIVUDINE,300MG
NDA210649,001,TENOFOVIR DISOPROXIL FUMARATE,300MG
ANDA210654,001,ETHOSUXIMIDE,250MG
ANDA210680,001,CLONIDINE HYDROCHLORIDE,0.1MG
NDA020120,001,TRIAMCINOLONE ACETONIDE,0.05MG
ANDA210698,001,SUCCINYLCHOLINE CHLORIDE,20MG
ANDA210740,002,DOFETILIDE,0.25MG
ANDA210740,003,DOFETILIDE,0.5MG
ANDA210740,001,DOFETILIDE,0.125MG
NDA020126,001,DOXEPIN HYDROCHLORIDE,5%
ANDA210778,001,CLINDAMYCIN PHOSPHATE,1%
ANDA210786,003,NADOLOL,80MG
ANDA210786,001,NADOLOL,20MG
ANDA210786,002,NADOLOL,40MG
ANDA210804,003,AFATINIB,40MG
ANDA210804,001,AFATINIB,20MG
ANDA210804,002,AFATINIB,30MG
ANDA210817,001,ACETAMINOPHEN,300MG
ANDA210817,001,BUTALBITAL,50MG
ANDA210817,001,CAFFEINE,40MG
ANDA210819,001,ATROPINE SULFATE,0.025MG
ANDA210819,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA210823,001,CARFILZOMIB,60MG
NDA020137,001,TORSEMIDE,20MG
NDA020137,002,TORSEMIDE,50MG
ANDA210889,001,COLESEVELAM HYDROCHLORIDE,625MG
NDA020142,002,DICLOFENAC POTASSIUM,50MG
NDA020142,001,DICLOFENAC POTASSIUM,25MG
ANDA210918,003,ISOSORBIDE MONONITRATE,120MG
ANDA210918,001,ISOSORBIDE MONONITRATE,30MG
ANDA210918,002,ISOSORBIDE MONONITRATE,60MG
ANDA210920,002,DEFERASIROX,250MG
ANDA210920,003,DEFERASIROX,500MG
ANDA210920,001,DEFERASIROX,125MG
NDA020147,008,AMINO ACIDS,4.25%
NDA020147,008,DEXTROSE,15GM
NDA020147,008,MAGNESIUM CHLORIDE,51MG
NDA020147,008,DIBASIC,261MG
NDA020147,008,SODIUM ACETATE,297MG
NDA020147,008,SODIUM CHLORIDE,77MG
NDA020147,006,AMINO ACIDS,4.25%
NDA020147,006,DEXTROSE,5GM
NDA020147,006,MAGNESIUM CHLORIDE,51MG
NDA020147,006,DIBASIC,261MG
NDA020147,006,SODIUM ACETATE,297MG
NDA020147,006,SODIUM CHLORIDE,77MG
NDA020147,004,AMINO ACIDS,2.75%
NDA020147,004,DEXTROSE,20GM
NDA020147,004,MAGNESIUM CHLORIDE,51MG
NDA020147,004,DIBASIC,261MG
NDA020147,004,SODIUM ACETATE,216MG
NDA020147,004,SODIUM CHLORIDE,112MG
NDA020147,010,AMINO ACIDS,4.25%
NDA020147,010,DEXTROSE,25GM
NDA020147,010,MAGNESIUM CHLORIDE,51MG
NDA020147,010,DIBASIC,261MG
NDA020147,010,SODIUM ACETATE,297MG
NDA020147,010,SODIUM CHLORIDE,77MG
NDA020147,002,AMINO ACIDS,2.75%
NDA020147,002,DEXTROSE,10GM
NDA020147,002,MAGNESIUM CHLORIDE,51MG
NDA020147,002,DIBASIC,261MG
NDA020147,002,SODIUM ACETATE,216MG
NDA020147,002,SODIUM CHLORIDE,112MG
NDA020147,009,AMINO ACIDS,4.25%
NDA020147,009,DEXTROSE,20GM
NDA020147,009,MAGNESIUM CHLORIDE,51MG
NDA020147,009,DIBASIC,261MG
NDA020147,009,SODIUM ACETATE,297MG
NDA020147,009,SODIUM CHLORIDE,77MG
NDA020147,007,AMINO ACIDS,4.25%
NDA020147,007,DEXTROSE,10GM
NDA020147,007,MAGNESIUM CHLORIDE,51MG
NDA020147,007,DIBASIC,261MG
NDA020147,007,SODIUM ACETATE,297MG
NDA020147,007,SODIUM CHLORIDE,77MG
NDA020147,005,AMINO ACIDS,2.75%
NDA020147,005,DEXTROSE,25GM
NDA020147,005,MAGNESIUM CHLORIDE,51MG
NDA020147,005,DIBASIC,261MG
NDA020147,005,SODIUM ACETATE,216MG
NDA020147,005,SODIUM CHLORIDE,112MG
NDA020147,003,AMINO ACIDS,2.75%
NDA020147,003,DEXTROSE,15GM
NDA020147,003,MAGNESIUM CHLORIDE,51MG
NDA020147,003,DIBASIC,261MG
NDA020147,003,SODIUM ACETATE,216MG
NDA020147,003,SODIUM CHLORIDE,112MG
NDA020147,001,AMINO ACIDS,2.75%
NDA020147,001,DEXTROSE,5GM
NDA020147,001,MAGNESIUM CHLORIDE,51MG
NDA020147,001,DIBASIC,261MG
NDA020147,001,SODIUM ACETATE,216MG
NDA020147,001,SODIUM CHLORIDE,112MG
ANDA210986,001,DICLOFENAC SODIUM,1%
NDA211039,001,BENOXINATE HYDROCHLORIDE,0.4%
NDA211039,001,FLUORESCEIN SODIUM,0.3%
ANDA211079,001,PHENYLEPHRINE HYDROCHLORIDE,10MG
ANDA211085,001,VORTIOXETINE,5MG
ANDA211088,005,PRAMIPEXOLE DIHYDROCHLORIDE,1.5MG
ANDA211088,003,PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
ANDA211088,001,PRAMIPEXOLE DIHYDROCHLORIDE,0.25MG
ANDA211088,004,PRAMIPEXOLE DIHYDROCHLORIDE,1MG
ANDA211088,002,PRAMIPEXOLE DIHYDROCHLORIDE,0.5MG
ANDA211148,004,TENOFOVIR ALAFENAMIDE,120MG
ANDA211148,002,TENOFOVIR ALAFENAMIDE,15MG
ANDA211148,005,TENOFOVIR ALAFENAMIDE,200MG
ANDA211148,003,TENOFOVIR ALAFENAMIDE,25MG
ANDA211148,001,TENOFOVIR ALAFENAMIDE,10MG
ANDA211188,005,STERILE WATER FOR INJECTION,100%
ANDA211188,003,STERILE WATER FOR INJECTION,100%
ANDA211188,001,STERILE WATER FOR INJECTION,100%
ANDA211188,004,STERILE WATER FOR INJECTION,100%
ANDA211188,002,STERILE WATER FOR INJECTION,100%
ANDA211211,001,DEXTROSE,5GM
ANDA211211,001,SODIUM CHLORIDE,900MG
ANDA211246,003,ESLICARBAZEPINE ACETATE,600MG
ANDA211246,001,ESLICARBAZEPINE ACETATE,200MG
ANDA211246,004,ESLICARBAZEPINE ACETATE,800MG
ANDA211246,002,ESLICARBAZEPINE ACETATE,400MG
ANDA211276,001,DEXTROSE,5GM
ANDA211276,001,SODIUM CHLORIDE,450MG
ANDA211315,001,TRIAMCINOLONE ACETONIDE,0.1%
ANDA211315,002,TRIAMCINOLONE ACETONIDE,0.5%
ANDA211324,001,RALOXIFENE HYDROCHLORIDE,60MG
ANDA211354,001,AMANTADINE HYDROCHLORIDE,100MG
NDA020184,002,PERINDOPRIL ERBUMINE,4MG
NDA020184,003,PERINDOPRIL ERBUMINE,8MG
NDA020184,001,PERINDOPRIL ERBUMINE,2MG
NDA211367,001,DROSPIRENONE,4MG
NDA211379,001,DEXAMETHASONE,20MG
ANDA211383,003,DEFERASIROX,180MG
ANDA211383,001,DEFERASIROX,90MG
ANDA211383,002,DEFERASIROX,360MG
ANDA211401,001,CLOBETASOL PROPIONATE,0.05%
NDA211415,001,CETIRIZINE HYDROCHLORIDE,10MG
ANDA211431,001,PREGABALIN,330MG
ANDA211432,001,SUCCINYLCHOLINE CHLORIDE,20MG
ANDA211433,001,CLONIDINE HYDROCHLORIDE,0.1MG
ANDA211445,001,KETOROLAC TROMETHAMINE,30MG
NDA009238,002,PROGESTERONE,25MG
NDA009238,001,PROGESTERONE,50MG
ANDA211500,001,POSACONAZOLE,300MG
ANDA211518,003,BENZONATATE,200MG
ANDA211518,001,BENZONATATE,100MG
ANDA211518,002,BENZONATATE,150MG
NDA020204,002,NAPROXEN SODIUM,220MG
ANDA211543,001,ACETAMINOPHEN,325MG
ANDA211543,001,BUTALBITAL,50MG
ANDA211543,001,CAFFEINE,40MG
ANDA211549,001,AZACITIDINE,100MG
ANDA211554,001,TRIENTINE HYDROCHLORIDE,250MG
NDA211566,003,SITAGLIPTIN,100MG
NDA211566,001,SITAGLIPTIN,25MG
NDA211566,002,SITAGLIPTIN,50MG
ANDA211567,001,RAMELTEON,8MG
ANDA211707,001,RANOLAZINE,500MG
ANDA211707,002,RANOLAZINE,1GM
NDA020220,004,IOPROMIDE,31.2%
NDA020220,002,IOPROMIDE,62.3%
NDA020220,005,IOPROMIDE,62.3%
NDA020220,003,IOPROMIDE,49.9%
NDA020220,001,IOPROMIDE,76.9%
ANDA211719,001,ETHACRYNIC ACID,25MG
ANDA211740,001,AMMONIA N-13,30mCi
ANDA211741,002,DROXIDOPA,200MG
ANDA211741,003,DROXIDOPA,300MG
ANDA211741,001,DROXIDOPA,100MG
ANDA211750,001,HYDROCORTISONE VALERATE,0.2%
ANDA211776,001,DIFLUPREDNATE,0.05%
NDA020228,001,IPRATROPIUM BROMIDE,0.02%
ANDA211809,001,ETHACRYNIC ACID,25MG
ANDA211813,001,LINEZOLID,100MG
ANDA211815,001,FLUOCINOLONE ACETONIDE,0.01%
ANDA211848,001,TAVABOROLE,5%
NDA211855,001,DIROXIMEL FUMARATE,231MG
ANDA211869,001,ISOSULFAN BLUE,50MG
ANDA211871,001,PODOFILOX,0.5%
ANDA211900,001,LORATADINE,10MG
ANDA211925,002,CHLORDIAZEPOXIDE,10MG
ANDA211925,001,CHLORDIAZEPOXIDE,5MG
ANDA211935,003,MACROCRYSTALLINE,100MG
ANDA211935,001,MACROCRYSTALLINE,25MG
ANDA211935,002,MACROCRYSTALLINE,50MG
NDA020240,003,SPIRAPRIL HYDROCHLORIDE,12MG
NDA020240,001,SPIRAPRIL HYDROCHLORIDE,3MG
NDA020240,004,SPIRAPRIL HYDROCHLORIDE,24MG
NDA020240,002,SPIRAPRIL HYDROCHLORIDE,6MG
ANDA211967,001,PREGABALIN,165MG
ANDA211983,001,LEVOCETIRIZINE DIHYDROCHLORIDE,5MG
ANDA212024,001,LEVORPHANOL TARTRATE,2MG
ANDA212037,005,AMPHETAMINE ASPARTATE,6.25MG
ANDA212037,005,AMPHETAMINE SULFATE,6.25MG
ANDA212037,005,DEXTROAMPHETAMINE SACCHARATE,6.25MG
ANDA212037,005,DEXTROAMPHETAMINE SULFATE,6.25MG
ANDA212037,003,AMPHETAMINE ASPARTATE,3.75MG
ANDA212037,003,AMPHETAMINE SULFATE,3.75MG
ANDA212037,003,DEXTROAMPHETAMINE SACCHARATE,3.75MG
ANDA212037,003,DEXTROAMPHETAMINE SULFATE,3.75MG
ANDA212037,001,AMPHETAMINE ASPARTATE,1.25MG
ANDA212037,001,AMPHETAMINE SULFATE,1.25MG
ANDA212037,001,DEXTROAMPHETAMINE SACCHARATE,1.25MG
ANDA212037,001,DEXTROAMPHETAMINE SULFATE,1.25MG
ANDA212037,006,AMPHETAMINE ASPARTATE,7.5MG
ANDA212037,006,AMPHETAMINE SULFATE,7.5MG
ANDA212037,006,DEXTROAMPHETAMINE SACCHARATE,7.5MG
ANDA212037,006,DEXTROAMPHETAMINE SULFATE,7.5MG
ANDA212037,004,AMPHETAMINE ASPARTATE,5MG
ANDA212037,004,AMPHETAMINE SULFATE,5MG
ANDA212037,004,DEXTROAMPHETAMINE SACCHARATE,5MG
ANDA212037,004,DEXTROAMPHETAMINE SULFATE,5MG
ANDA212037,002,AMPHETAMINE ASPARTATE,2.5MG
ANDA212037,002,AMPHETAMINE SULFATE,2.5MG
ANDA212037,002,DEXTROAMPHETAMINE SACCHARATE,2.5MG
ANDA212037,002,DEXTROAMPHETAMINE SULFATE,2.5MG
ANDA212091,004,LURASIDONE HYDROCHLORIDE,80MG
ANDA212091,002,LURASIDONE HYDROCHLORIDE,40MG
ANDA212091,005,LURASIDONE HYDROCHLORIDE,120MG
ANDA212091,003,LURASIDONE HYDROCHLORIDE,60MG
ANDA212091,001,LURASIDONE HYDROCHLORIDE,20MG
ANDA212110,001,AMINOCAPROIC ACID,500MG
NDA212122,001,BUDESONIDE,0.16MG
NDA212122,001,FORMOTEROL FUMARATE,0.0048MG
NDA212122,001,GLYCOPYRROLATE,0.009MG
ANDA212127,001,BUSULFAN,6MG
ANDA212128,001,AZACITIDINE,100MG
ANDA212184,001,THEOPHYLLINE,300MG
ANDA212184,002,THEOPHYLLINE,450MG
ANDA212201,002,ENTECAVIR,1MG
ANDA212201,001,ENTECAVIR,0.5MG
NDA212209,001,BENDAMUSTINE HYDROCHLORIDE,100MG
ANDA212239,001,ITRACONAZOLE,10MG
ANDA212243,001,EMPAGLIFLOZIN,5MG
ANDA212243,001,METFORMIN HYDROCHLORIDE,1000MG
ANDA212253,002,CHLORZOXAZONE,750MG
ANDA212253,001,CHLORZOXAZONE,375MG
ANDA212334,001,DIHYDROERGOTAMINE MESYLATE,1MG
ANDA212361,001,ACYCLOVIR,5%
ANDA212383,001,DAPSONE,5%
ANDA212461,001,ATROPINE SULFATE,1MG
NDA212477,001,LEDIPASVIR,33.75MG
NDA212477,001,SOFOSBUVIR,150MG
NDA212477,002,LEDIPASVIR,45MG
NDA212477,002,SOFOSBUVIR,200MG
ANDA212492,001,AMINOCAPROIC ACID,500MG
ANDA212541,001,PYRAZINAMIDE,500MG
ANDA212570,002,PIRFENIDONE,801MG
ANDA212570,001,PIRFENIDONE,267MG
ANDA212581,001,AZELAIC ACID,15%
NDA020312,002,MOEXIPRIL HYDROCHLORIDE,15MG
NDA020312,001,MOEXIPRIL HYDROCHLORIDE,7.5MG
ANDA212613,001,GANIRELIX ACETATE,250MCG
ANDA212625,002,NALOXEGOL,25MG
ANDA212625,001,NALOXEGOL,12.5MG
ANDA212635,001,TETRACYCLINE HYDROCHLORIDE,250MG
ANDA212635,002,TETRACYCLINE HYDROCHLORIDE,500MG
NDA212641,007,DIAZEPAM,20MG
NDA212641,005,DIAZEPAM,15MG
NDA212641,003,DIAZEPAM,10MG
NDA212641,001,DIAZEPAM,5MG
NDA212641,006,DIAZEPAM,17.5MG
NDA212641,004,DIAZEPAM,12.5MG
NDA212641,002,DIAZEPAM,7.5MG
ANDA212688,002,LEVETIRACETAM,500MG
ANDA212688,001,LEVETIRACETAM,750MG
ANDA212699,001,SULFAMETHOXAZOLE,200MG
ANDA212699,001,TRIMETHOPRIM,40MG
ANDA212702,001,PYRIDOSTIGMINE BROMIDE,60MG
ANDA212714,001,CLOBAZAM,10MG
ANDA212714,002,CLOBAZAM,20MG
ANDA212714,003,CLOBAZAM,5MG
ANDA212760,001,FLUOCINOLONE ACETONIDE,0.01%
ANDA212797,001,PRAMIPEXOLE DIHYDROCHLORIDE,0.375MG
ANDA212797,002,PRAMIPEXOLE DIHYDROCHLORIDE,0.75MG
ANDA212827,001,GEFITINIB,250MG
ANDA212901,002,AMPHETAMINE SULFATE,10MG
ANDA212901,001,AMPHETAMINE SULFATE,5MG
NDA212909,002,PHENYLEPHRINE HYDROCHLORIDE,10MG
NDA212909,001,PHENYLEPHRINE HYDROCHLORIDE,0.5MG
ANDA212947,001,MEMANTINE HYDROCHLORIDE,5MG
ANDA212947,002,MEMANTINE HYDROCHLORIDE,10MG
ANDA212970,001,SEVELAMER CARBONATE,800MG
ANDA212971,002,FEXOFENADINE HYDROCHLORIDE,180MG
ANDA212971,001,FEXOFENADINE HYDROCHLORIDE,60MG
ANDA212991,001,DEXAMETHASONE,0.1%
ANDA212991,001,TOBRAMYCIN,0.3%
NDA020355,001,DESMOPRESSIN ACETATE,0.15MG
NDA020355,002,DESMOPRESSIN ACETATE,0.15MG
ANDA213057,005,ISOSORBIDE DINITRATE,40MG
ANDA213057,003,ISOSORBIDE DINITRATE,20MG
ANDA213057,001,ISOSORBIDE DINITRATE,5MG
ANDA213057,004,ISOSORBIDE DINITRATE,30MG
ANDA213057,002,ISOSORBIDE DINITRATE,10MG
ANDA213064,003,EDOXABAN,60MG
ANDA213064,001,EDOXABAN,15MG
ANDA213064,002,EDOXABAN,30MG
ANDA213069,001,FEBUXOSTAT,40MG
ANDA213069,002,FEBUXOSTAT,80MG
NDA213072,003,EZETIMIBE,10MG
NDA213072,001,EZETIMIBE,10MG
NDA213072,004,EZETIMIBE,10MG
NDA213072,002,EZETIMIBE,10MG
ANDA213085,002,RANOLAZINE,1GM
ANDA213085,001,RANOLAZINE,500MG
ANDA213086,002,PALBOCICLIB,100MG
ANDA213086,003,PALBOCICLIB,125MG
ANDA213092,002,LENVATINIB MESYLATE,10MG
ANDA213092,001,LENVATINIB MESYLATE,4MG
ANDA213130,001,ISOSULFAN BLUE,50MG
NDA213135,001,MAGNESIUM SULFATE,0.225GM
NDA213135,001,POTASSIUM CHLORIDE,0.188GM
NDA213135,001,SODIUM SULFATE,1.479GM
NDA213189,001,TIRBANIBULIN,1%
ANDA213226,003,PREGABALIN,330MG
ANDA213226,001,PREGABALIN,82.5MG
ANDA213226,002,PREGABALIN,165MG
NDA213246,001,SELPERCATINIB,40MG
NDA213246,002,SELPERCATINIB,80MG
ANDA213327,005,CHLORPROMAZINE HYDROCHLORIDE,200MG
ANDA213327,003,CHLORPROMAZINE HYDROCHLORIDE,50MG
ANDA213327,001,CHLORPROMAZINE HYDROCHLORIDE,10MG
ANDA213327,004,CHLORPROMAZINE HYDROCHLORIDE,100MG
ANDA213327,002,CHLORPROMAZINE HYDROCHLORIDE,25MG
ANDA213377,001,MESALAMINE,1GM
ANDA213394,002,METFORMIN HYDROCHLORIDE,1GM
ANDA213394,001,METFORMIN HYDROCHLORIDE,500MG
ANDA213404,001,CLOBAZAM,10MG
ANDA213404,002,CLOBAZAM,20MG
ANDA213405,002,LENALIDOMIDE,25MG
ANDA213405,003,LENALIDOMIDE,20MG
ANDA213405,001,LENALIDOMIDE,10MG
NDA213411,001,TUCATINIB,50MG
NDA213411,002,TUCATINIB,150MG
ANDA213424,001,ATROPINE SULFATE,8MG
NDA213426,001,CELECOXIB,56MG
NDA213426,001,TRAMADOL HYDROCHLORIDE,44MG
ANDA213467,001,POTASSIUM CHLORIDE,20MEQ
ANDA213469,001,VIGABATRIN,500MG
ANDA213477,003,BREXPIPRAZOLE,1MG
ANDA213477,001,BREXPIPRAZOLE,0.25MG
ANDA213477,006,BREXPIPRAZOLE,4MG
ANDA213477,004,BREXPIPRAZOLE,2MG
ANDA213477,002,BREXPIPRAZOLE,0.5MG
ANDA213477,005,BREXPIPRAZOLE,3MG
NDA213478,001,SIROLIMUS,0.2%
NDA213498,008,PONESIMOD,9MG
NDA213498,006,PONESIMOD,7MG
NDA213498,004,PONESIMOD,5MG
NDA213498,010,PONESIMOD,20MG
NDA213498,002,PONESIMOD,3MG
NDA213498,009,PONESIMOD,10MG
NDA213498,007,PONESIMOD,8MG
NDA213498,005,PONESIMOD,6MG
NDA213498,003,PONESIMOD,4MG
NDA213498,001,PONESIMOD,2MG
ANDA213506,001,IBUPROFEN,40MG
ANDA213508,001,ADAPALENE,0.3%
ANDA213510,003,DOCETAXEL,160MG
ANDA213510,001,DOCETAXEL,20MG
ANDA213510,002,DOCETAXEL,80MG
ANDA213512,006,BREXPIPRAZOLE,4MG
ANDA213512,004,BREXPIPRAZOLE,2MG
ANDA213512,002,BREXPIPRAZOLE,0.5MG
ANDA213512,005,BREXPIPRAZOLE,3MG
ANDA213512,003,BREXPIPRAZOLE,1MG
ANDA213512,001,BREXPIPRAZOLE,0.25MG
ANDA213517,001,RANOLAZINE,500MG
ANDA213517,002,RANOLAZINE,1GM
NDA009357,001,RESERPINE,0.1MG
NDA009357,008,RESERPINE,1MG
NDA009357,006,RESERPINE,0.5MG
NDA009357,004,RESERPINE,0.25MG
ANDA213590,004,CHLORPROMAZINE HYDROCHLORIDE,100MG
ANDA213590,002,CHLORPROMAZINE HYDROCHLORIDE,25MG
ANDA213590,005,CHLORPROMAZINE HYDROCHLORIDE,200MG
ANDA213590,003,CHLORPROMAZINE HYDROCHLORIDE,50MG
ANDA213590,001,CHLORPROMAZINE HYDROCHLORIDE,10MG
ANDA213601,001,KETOCONAZOLE,2%
ANDA213637,001,IOBENGUANE SULFATE I-123,10mCi
ANDA213652,002,LEFLUNOMIDE,20MG
ANDA213652,001,LEFLUNOMIDE,10MG
ANDA213667,001,HYDRALAZINE HYDROCHLORIDE,20MG
ANDA213669,005,BREXPIPRAZOLE,3MG
ANDA213669,003,BREXPIPRAZOLE,1MG
ANDA213669,001,BREXPIPRAZOLE,0.25MG
ANDA213669,006,BREXPIPRAZOLE,4MG
ANDA213669,004,BREXPIPRAZOLE,2MG
ANDA213669,002,BREXPIPRAZOLE,0.5MG
ANDA213713,001,RIFAXIMIN,550MG
NDA213716,001,VOCLOSPORIN,7.9MG
NDA009372,001,PENTOLINIUM TARTRATE,10MG
NDA020418,001,IBUPROFEN,100MG
ANDA213810,001,SUCCINYLCHOLINE CHLORIDE,20MG
ANDA213856,001,REGADENOSON,0.4MG
NDA213872,001,AZELASTINE HYDROCHLORIDE,0.2055MG
NDA213872,002,AZELASTINE HYDROCHLORIDE,0.2055MG
ANDA213897,001,CLOMIPRAMINE HYDROCHLORIDE,25MG
ANDA213897,002,CLOMIPRAMINE HYDROCHLORIDE,50MG
ANDA213897,003,CLOMIPRAMINE HYDROCHLORIDE,75MG
ANDA213948,002,FLUTICASONE PROPIONATE,0.25MG
ANDA213948,003,FLUTICASONE PROPIONATE,0.5MG
ANDA213948,001,FLUTICASONE PROPIONATE,0.1MG
NDA213972,001,PROBENECID,500MG
NDA213972,001,SULOPENEM ETZADROXIL,500MG
ANDA214088,003,ACETAMINOPHEN,325MG
ANDA214088,003,BUTALBITAL,50MG
ANDA214088,001,ACETAMINOPHEN,300MG
ANDA214088,001,BUTALBITAL,50MG
ANDA214088,002,ACETAMINOPHEN,325MG
ANDA214088,002,BUTALBITAL,25MG
ANDA214099,001,BACLOFEN,10MG
ANDA214099,002,BACLOFEN,20MG
ANDA214102,001,VALSARTAN,20MG
ANDA214124,001,LAMOTRIGINE,25MG
ANDA214124,004,LAMOTRIGINE,200MG
ANDA214124,002,LAMOTRIGINE,50MG
ANDA214124,003,LAMOTRIGINE,100MG
ANDA214181,001,TRIAMCINOLONE ACETONIDE,0.1%
ANDA214193,002,PILOCARPINE HYDROCHLORIDE,2%
ANDA214193,003,PILOCARPINE HYDROCHLORIDE,4%
ANDA214193,001,PILOCARPINE HYDROCHLORIDE,1%
ANDA214199,001,SODIUM NITROPRUSSIDE,25MG
ANDA214230,002,SUGAMMADEX,500MG
ANDA214230,001,SUGAMMADEX,200MG
NDA214275,001,SELEXIPAG,1.8MG
ANDA214280,001,LORATADINE,10MG
ANDA214282,002,ACETAZOLAMIDE,250MG
ANDA214282,001,ACETAZOLAMIDE,125MG
ANDA214326,001,TIOPRONIN,100MG
ANDA214332,001,DICYCLOMINE HYDROCHLORIDE,10MG
NDA020475,004,TRETINOIN,0.06%
NDA020475,002,TRETINOIN,0.04%
NDA020475,003,TRETINOIN,0.08%
NDA020475,001,TRETINOIN,0.1%
ANDA214387,003,DROXIDOPA,300MG
ANDA214387,001,DROXIDOPA,100MG
ANDA214387,002,DROXIDOPA,200MG
ANDA214414,006,SELEXIPAG,1.6MG
ANDA214414,004,SELEXIPAG,0.8MG
ANDA214414,002,SELEXIPAG,0.4MG
ANDA214414,005,SELEXIPAG,1.4MG
ANDA214414,003,SELEXIPAG,0.6MG
ANDA214414,001,SELEXIPAG,0.2MG
NDA214429,001,FEXINIDAZOLE,600MG
ANDA214452,001,POTASSIUM CHLORIDE,10MEQ
ANDA214452,002,POTASSIUM CHLORIDE,20MEQ
NDA214520,002,TAUROLIDINE,67.5MG
NDA214520,001,TAUROLIDINE,40.5MG
ANDA214567,003,LACOSAMIDE,150MG
ANDA214567,001,LACOSAMIDE,50MG
ANDA214567,004,LACOSAMIDE,200MG
ANDA214567,002,LACOSAMIDE,100MG
ANDA214603,001,GEMFIBROZIL,600MG
ANDA214655,001,CYANOCOBALAMIN,1MG
ANDA214756,001,CHLOROQUINE PHOSPHATE,500MG
ANDA214760,001,TROSPIUM CHLORIDE,60MG
ANDA214768,002,TRIAMTERENE,100MG
ANDA214768,001,TRIAMTERENE,50MG
NDA214835,002,RISPERIDONE,100MG
NDA214835,001,RISPERIDONE,75MG
ANDA214874,003,GLIPIZIDE,10MG
ANDA214874,001,GLIPIZIDE,2.5MG
ANDA214874,002,GLIPIZIDE,5MG
ANDA214879,001,SUCCINYLCHOLINE CHLORIDE,20MG
ANDA214892,001,POTASSIUM CHLORIDE,20MEQ
ANDA214892,002,POTASSIUM CHLORIDE,40MEQ
ANDA214956,002,GABAPENTIN,300MG
ANDA214956,003,GABAPENTIN,400MG
ANDA214956,001,GABAPENTIN,100MG
ANDA214960,001,LACOSAMIDE,200MG
NDA020524,001,BUTENAFINE HYDROCHLORIDE,1%
NDA020525,001,CLOTRIMAZOLE,200MG
NDA215014,001,PEGCETACOPLAN,1080MG
NDA020526,002,CLOTRIMAZOLE,1%
